City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,berlevag,70.86,29.09,50.0,81,75,17.22,NO,1594109679
279,xining,36.62,101.77,83.73,25,0,5.37,CN,1594109777
280,castro,-24.79,-50.01,57.56,94,92,3.04,BR,1594109429
281,mangan,27.52,88.53,84.72,54,89,3.85,IN,1594110166
282,saint-augustin,51.23,-58.65,54.64,78,80,6.38,CA,1594109914
283,carauari,-4.88,-66.9,71.47,98,100,1.9,BR,1594110166
284,itoman,26.12,127.67,87.8,84,75,16.11,JP,1594110166
285,robertsport,6.75,-11.37,77.16,80,100,5.88,LR,1594110167
286,sorsk,54.0,90.25,68.38,75,44,8.66,RU,1594110167
287,jalu,29.03,21.55,83.25,43,0,11.92,LY,1594109751
288,sobolevo,54.43,31.9,71.06,88,72,5.37,RU,1594109812
289,cockburn town,21.46,-71.14,83.1,77,93,17.45,TC,1594110168
290,ostrovnoy,68.05,39.51,62.24,59,15,25.01,RU,1594109766
291,yarada,17.65,83.27,89.6,75,75,16.11,IN,1594109965
292,paita,-5.09,-81.11,63.7,84,61,11.39,PE,1594110168
293,pangnirtung,66.15,-65.71,44.6,74,99,2.64,CA,1594109750
294,manokwari,-0.87,134.08,80.17,79,100,1.48,ID,1594110168
295,turkan,40.36,50.22,98.6,22,0,6.93,AZ,1594110169
296,kalisz,51.76,18.09,62.01,65,47,5.01,PL,1594110169
297,lianran,24.92,102.48,86.0,61,75,17.9,CN,1594110169
298,manzil bu zalafah,36.68,10.58,80.6,42,0,21.92,TN,1594110169
299,acapulco,16.86,-99.89,79.21,77,100,10.92,MX,1594109741
300,maryville,35.76,-83.97,73.99,88,1,4.7,US,1594110170
301,tyup,42.73,78.36,71.82,25,0,8.59,KG,1594110170
302,chongwe,-15.33,28.68,62.6,48,89,10.29,ZM,1594110170
303,muros,42.78,-9.06,68.0,72,0,5.01,ES,1594109680
304,lima,-12.04,-77.03,60.8,82,90,10.29,PE,1594110045
305,port-cartier,50.03,-66.87,42.8,93,20,2.24,CA,1594110171
306,provideniya,64.38,-173.3,44.02,92,100,8.77,RU,1594109625
307,bethel,41.37,-73.41,66.99,93,90,5.82,US,1594109641
308,mount gambier,-37.83,140.77,51.8,81,90,4.7,AU,1594109829
309,havre-saint-pierre,50.23,-63.6,51.8,100,75,3.36,CA,1594110171
310,lampang,18.33,99.5,96.8,47,40,8.05,TH,1594110172
311,torquay,50.46,-3.51,60.01,83,0,1.99,GB,1594110172
312,flin flon,54.77,-101.86,55.65,66,0,5.59,CA,1594110172
313,aklavik,68.22,-135.01,42.8,87,20,9.17,CA,1594109653
314,machachi,-0.5,-78.57,57.2,87,75,3.36,EC,1594110172
315,waipawa,-41.41,175.52,53.6,76,28,8.05,NZ,1594109789
316,lodeynoye pole,60.73,33.55,70.5,59,99,8.01,RU,1594110173
317,bilibino,68.05,166.44,61.9,42,54,3.38,RU,1594110173
318,fortuna,40.6,-124.16,55.0,93,90,9.17,US,1594109777
319,zhezkazgan,47.8,67.71,80.6,34,75,8.95,KZ,1594110174
320,angoche,-16.23,39.91,77.18,66,78,11.39,MZ,1594110174
321,richards bay,-28.78,32.04,72.36,22,0,4.76,ZA,1594110174
322,taltal,-25.4,-70.48,55.0,69,91,1.57,CL,1594109752
323,ilulissat,69.22,-51.1,44.6,65,98,2.24,GL,1594109708
324,iqaluit,63.75,-68.51,46.4,87,90,4.09,CA,1594109754
325,nokaneng,-19.67,22.27,64.69,25,0,4.14,BW,1594110175
326,walvis bay,-22.96,14.51,57.0,93,0,5.82,NA,1594110175
327,hualmay,-11.1,-77.61,59.22,86,74,9.1,PE,1594109814
328,galeana,24.83,-100.07,63.63,76,0,2.93,MX,1594110176
329,clyde river,70.47,-68.59,39.2,93,90,6.93,CA,1594109711
330,pochutla,15.74,-96.47,73.0,92,100,6.93,MX,1594109830
331,luau,-10.71,22.22,69.33,28,36,5.59,AO,1594110177
332,santiago del estero,-27.8,-64.26,48.0,78,100,8.88,AR,1594110177
333,grahamstown,-33.3,26.53,64.0,73,99,11.01,ZA,1594110177
334,zhaodong,46.08,125.98,77.0,53,20,11.18,CN,1594110177
335,takoradi,4.88,-1.76,77.11,87,100,10.56,GH,1594110177
336,rusape,-18.53,32.13,67.32,32,0,1.9,ZW,1594110177
337,kokoda,-8.88,147.74,75.13,74,69,2.33,PG,1594110178
338,kilindoni,-7.91,39.67,77.02,73,56,19.64,TZ,1594110178
339,nandikotkur,15.87,78.27,91.38,50,99,15.05,IN,1594110178
340,huarmey,-10.07,-78.15,60.31,85,100,7.43,PE,1594109748
341,madimba,-10.4,40.33,77.0,61,20,23.04,TZ,1594110178
342,samarai,-10.62,150.67,77.36,83,97,16.6,PG,1594109725
343,matoury,4.85,-52.33,73.4,100,90,4.43,GF,1594110179
344,san quintin,30.48,-115.95,66.58,81,0,8.32,MX,1594110179
345,kuching,1.55,110.33,86.0,74,40,3.36,MY,1594109831
346,wanning,18.8,110.4,87.62,70,22,14.29,CN,1594110179
347,auburn,47.31,-122.23,59.0,76,40,6.93,US,1594110056
348,shagonar,51.53,92.8,71.65,59,100,2.55,RU,1594110066
349,zhirnov,48.17,41.13,94.1,25,0,16.89,RU,1594110181
350,blackburn,53.75,-2.48,55.99,87,98,1.99,GB,1594110181
351,port-gentil,-0.72,8.78,78.8,83,40,13.87,GA,1594109726
352,lalmohan,22.34,90.74,87.57,75,53,17.22,BD,1594110182
353,danville,36.59,-79.39,71.01,88,1,2.55,US,1594110182
354,waingapu,-9.66,120.26,81.25,68,90,17.07,ID,1594110182
355,madaoua,14.07,5.96,85.93,55,0,14.99,NE,1594109954
356,kaeo,-35.1,173.78,51.01,3,1,3.0,NZ,1594110183
357,el corpus,14.7,-88.92,66.47,87,100,0.36,HN,1594110183
358,alugan,12.22,125.48,85.82,70,5,6.78,PH,1594110183
359,eau claire,44.81,-91.5,71.01,88,1,2.39,US,1594110178
360,sakakah,29.97,40.21,89.6,27,0,20.8,SA,1594110184
361,kropotkin,45.44,40.58,90.91,36,0,6.38,RU,1594110184
362,itiuba,-10.69,-39.85,58.35,98,10,2.75,BR,1594110184
363,srednekolymsk,67.45,153.68,53.6,83,98,4.72,RU,1594110184
364,miranda,3.25,-76.23,68.0,94,75,2.24,CO,1594110184
365,troitsko-pechorsk,62.71,56.2,85.32,40,0,6.98,RU,1594109945
366,rosario,-32.95,-60.64,44.01,81,0,8.05,AR,1594110061
367,krasnoselkup,65.7,82.47,75.22,43,0,16.06,RU,1594109738
368,chapais,49.78,-74.85,64.4,55,90,10.29,CA,1594109720
369,batagay-alyta,67.8,130.41,64.02,32,10,1.5,RU,1594110185
370,do gonbadan,30.36,50.8,105.8,12,0,11.41,IR,1594110185
371,chumikan,54.72,135.31,46.58,92,100,7.94,RU,1594110186
372,dakar,14.69,-17.44,82.4,83,20,5.35,SN,1594109930
373,husavik,66.04,-17.34,46.4,81,92,4.7,IS,1594109639
374,te anau,-45.42,167.72,37.56,88,100,8.7,NZ,1594110186
375,maniitsoq,65.42,-52.9,40.37,96,100,12.8,GL,1594110186
376,olafsvik,64.89,-23.71,51.82,69,88,5.28,IS,1594109607
377,bunia,1.57,30.25,71.17,78,89,5.21,CD,1594110187
378,ligayan,4.65,119.47,83.95,72,70,10.92,PH,1594110187
379,codrington,-38.27,141.97,52.27,87,91,6.89,AU,1594109696
380,pingliang,35.54,106.69,90.32,19,0,16.87,CN,1594109687
381,rocha,-34.48,-54.33,46.17,80,99,5.82,UY,1594110188
382,pistsovo,57.18,40.53,82.4,54,0,6.71,RU,1594110188
383,montreal,45.51,-73.59,68.0,55,20,3.36,CA,1594109956
384,camacha,33.08,-16.33,69.8,77,40,13.87,PT,1594109795
385,troitskoye,52.98,84.68,71.35,78,69,7.87,RU,1594110189
386,tonantins,-2.87,-67.8,70.99,98,100,2.19,BR,1594110189
387,aykhal,66.0,111.5,53.6,66,90,4.47,RU,1594110189
388,bandarbeyla,9.49,50.81,89.91,41,2,30.49,SO,1594110189
389,coihaique,-45.58,-72.07,23.0,100,100,1.12,CL,1594109804
390,pangai,-19.8,-174.35,78.01,83,83,17.6,TO,1594110190
391,quatre cocos,-20.21,57.76,78.8,78,75,12.75,MU,1594109825
392,darhan,49.49,105.92,88.63,34,100,13.42,MN,1594110190
393,kupang,-10.17,123.58,82.4,58,40,23.04,ID,1594110190
394,ruteng,-8.61,120.47,66.69,100,97,2.51,ID,1594110190
395,teguldet,57.31,88.17,76.03,44,26,8.52,RU,1594110066
396,kavieng,-2.57,150.8,83.3,78,19,11.72,PG,1594109667
397,chirongui,-12.93,45.15,84.2,62,75,17.22,YT,1594110191
398,qinhuangdao,39.93,119.59,81.66,48,0,7.87,CN,1594110191
399,yar-sale,66.83,70.83,81.09,40,2,12.5,RU,1594110191
400,barabai,-2.58,115.38,88.27,60,98,1.95,ID,1594110014
401,cap malheureux,-19.98,57.61,78.01,78,25,10.0,MU,1594109769
402,byron bay,-28.65,153.62,62.6,67,40,9.17,AU,1594110048
403,nizwa,22.93,57.53,106.23,12,7,6.44,OM,1594110192
404,saldanha,-33.01,17.94,55.4,82,9,3.36,ZA,1594109621
405,nuuk,64.18,-51.72,42.8,81,100,25.28,GL,1594109721
406,greece,43.21,-77.69,73.0,82,20,5.82,US,1594110193
407,nome,64.5,-165.41,48.2,87,90,11.41,US,1594109795
408,tiznit,29.58,-9.5,98.35,13,29,2.19,MA,1594109648
409,ussel,45.55,2.32,59.83,57,15,7.27,FR,1594110193
410,shenjiamen,29.96,122.3,79.41,85,100,7.38,CN,1594109740
411,seydisehir,37.42,31.85,85.96,16,0,5.1,TR,1594110194
412,smidovich,48.6,133.82,64.63,97,100,7.96,RU,1594110194
413,laguna,38.42,-121.42,63.0,63,1,6.93,US,1594109622
414,kindersley,51.47,-109.17,59.0,82,20,9.17,CA,1594110194
415,cordoba,-31.41,-64.18,45.0,75,82,2.24,AR,1594110195
416,yeniseysk,58.45,92.17,78.98,41,38,7.34,RU,1594110195
417,dunedin,-45.87,170.5,44.01,86,100,5.01,NZ,1594109741
418,lubango,-14.92,13.49,62.6,27,0,6.93,AO,1594110195
419,ilebo,-4.32,20.58,86.14,40,100,1.9,CD,1594110196
420,matara,5.95,80.54,86.67,65,79,13.09,LK,1594110196
421,riyadh,24.69,46.72,111.2,11,0,5.82,SA,1594110140
422,gejiu,23.31,103.16,75.15,70,100,7.72,CN,1594110196
423,khorinsk,52.17,109.77,88.56,21,60,3.53,RU,1594110196
424,la ronge,55.1,-105.28,59.0,77,5,4.7,CA,1594109795
425,yuanping,38.72,112.76,81.48,48,96,11.81,CN,1594110197
426,sechura,-5.56,-80.82,64.78,79,100,11.77,PE,1594110197
427,candido de abreu,-24.57,-51.33,63.1,93,95,2.06,BR,1594110197
428,kerema,-7.96,145.78,78.96,85,37,13.11,PG,1594110197
429,igunga,-4.28,33.88,74.32,38,81,11.05,TZ,1594110198
430,bambanglipuro,-7.95,110.28,82.0,72,34,17.87,ID,1594109741
431,bantry,51.68,-9.45,57.2,87,75,14.99,IE,1594110198
432,esperance,-33.87,121.9,62.6,59,39,14.99,AU,1594109644
433,assis,-22.66,-50.41,60.37,90,0,6.22,BR,1594110198
434,suez,29.97,32.53,92.21,21,0,2.84,EG,1594110198
435,dawson creek,55.77,-120.24,53.6,87,75,3.36,CA,1594109659
436,dudinka,69.41,86.18,69.8,49,82,6.71,RU,1594110199
437,santa rosa,14.31,121.11,91.0,64,18,5.01,PH,1594110055
438,kushmurun,52.45,64.63,77.38,55,100,2.53,KZ,1594109826
439,poronaysk,49.22,143.12,62.33,76,100,14.18,RU,1594110199
440,pogranichnyy,44.41,131.38,72.61,78,100,4.52,RU,1594110200
441,tezu,27.92,96.17,88.54,72,67,1.25,IN,1594110200
442,udachnyy,66.42,112.4,53.6,66,90,4.47,RU,1594110200
443,pankrushikha,53.83,80.34,75.87,50,71,8.63,RU,1594110200
444,lasa,46.62,10.7,48.2,76,5,9.17,IT,1594109681
445,nanortalik,60.14,-45.24,41.59,79,100,4.56,GL,1594109734
446,syracuse,37.09,15.28,82.4,42,0,4.7,IT,1594110201
447,worland,44.02,-107.96,64.99,72,1,5.82,US,1594110201
448,petlad,22.47,72.8,91.4,79,75,20.62,IN,1594110201
449,maragogi,-9.01,-35.22,71.83,87,48,4.83,BR,1594109947
450,roma,43.21,-75.46,68.0,64,20,5.82,US,1594109538
451,paro,27.43,89.41,72.82,60,75,5.41,BT,1594110202
452,saint-pierre,-21.34,55.48,73.4,94,90,19.46,RE,1594110202
453,iacu,-12.77,-40.21,63.59,93,4,2.17,BR,1594110202
454,stephenville,32.22,-98.2,73.4,88,75,3.13,US,1594110202
455,marfino,55.7,37.38,82.99,54,40,6.71,RU,1594110203
456,alofi,-19.06,-169.92,71.6,88,29,8.05,NU,1594110203
457,sarakhs,36.54,61.16,95.0,17,6,4.7,IR,1594110203
458,hulan,45.98,126.6,77.0,53,20,11.18,CN,1594110203
459,borba,-4.39,-59.59,73.98,88,38,0.72,BR,1594110203
460,coahuayana,18.73,-103.68,76.35,86,100,3.49,MX,1594110204
461,lata,40.16,-8.33,84.0,48,0,0.89,PT,1594109668
462,moron,-34.65,-58.62,46.0,99,89,6.04,AR,1594110204
463,gazanjyk,39.24,55.52,100.29,10,0,17.81,TM,1594109800
464,olga,43.74,135.29,65.95,86,100,4.14,RU,1594110205
465,santa cruz,-17.8,-63.17,55.4,93,90,12.75,BO,1594110205
466,birao,10.28,22.79,80.69,69,95,6.8,CF,1594110205
467,geraldton,-28.77,114.6,62.6,67,94,12.75,AU,1594109698
468,erzin,36.96,36.2,82.0,83,98,13.0,TR,1594110206
469,mayor pablo lagerenza,-19.93,-60.77,56.61,81,100,6.78,PY,1594110206
470,khuzhir,53.19,107.34,60.01,64,15,14.92,RU,1594109786
471,lewiston,44.1,-70.21,60.01,100,1,3.02,US,1594110206
472,kapoeta,4.77,33.59,81.68,53,71,7.92,SS,1594110206
473,mpulungu,-8.76,31.11,79.23,33,0,3.65,ZM,1594110207
474,altamira,-3.2,-52.21,70.7,97,29,2.08,BR,1594110207
475,phan thiet,10.93,108.1,86.16,67,5,6.42,VN,1594109479
476,apostolove,47.66,33.71,89.6,40,0,6.71,UA,1594110207
477,vyshestebliyevskaya,45.2,37.02,96.8,41,0,6.71,RU,1594110208
478,san patricio,19.22,-104.7,79.74,87,100,0.89,MX,1594110208
479,dickinson,29.46,-95.05,82.99,78,1,3.36,US,1594110014
480,jabinyanah,35.03,10.91,80.6,44,0,8.05,TN,1594110208
481,rosetta,31.4,30.42,86.0,62,0,6.93,EG,1594110208
482,buchanan,5.88,-10.05,75.2,94,75,3.36,LR,1594110209
483,kimbe,-5.55,150.14,79.12,84,100,5.82,PG,1594109746
484,chulman,56.85,124.91,68.4,40,100,3.15,RU,1594109787
485,talara,-4.58,-81.27,64.96,82,16,15.52,PE,1594110209
486,constitucion,-35.33,-72.42,46.83,77,64,3.89,CL,1594109655
487,cairns,-16.92,145.77,71.6,68,75,11.41,AU,1594110126
488,kondoa,-4.9,35.78,72.52,43,33,6.73,TZ,1594110210
489,guarapari,-20.67,-40.5,64.0,93,0,3.36,BR,1594110210
490,urumqi,43.8,87.6,73.4,56,100,4.47,CN,1594110210
491,havoysund,71.0,24.66,50.0,81,75,10.29,NO,1594109718
492,ugoofaaru,5.67,73.0,84.18,67,100,5.57,MV,1594110211
493,anadyr,64.75,177.48,46.4,93,75,5.03,RU,1594109738
494,alta floresta,-9.88,-56.09,64.42,70,4,3.18,BR,1594110211
495,dwarka,22.24,68.97,81.61,85,100,25.7,IN,1594109768
496,zambezi,-13.54,23.1,67.44,28,0,9.53,ZM,1594110211
497,comodoro rivadavia,-45.87,-67.5,33.8,86,0,2.24,AR,1594109597
498,bonga,7.28,36.23,61.07,91,100,1.45,ET,1594110212
499,rondonopolis,-16.47,-54.64,65.19,63,0,1.72,BR,1594110212
500,minas novas,-17.22,-42.59,57.31,88,0,2.13,BR,1594110212
501,sibolga,1.74,98.78,82.13,77,100,2.53,ID,1594110213
502,hagdan,11.33,123.9,85.8,70,89,6.93,PH,1594110213
503,vanavara,60.34,102.28,73.6,53,87,7.45,RU,1594110213
504,maltahohe,-24.83,16.98,61.72,27,0,10.02,NA,1594110213
505,tursunzoda,38.51,68.23,95.0,15,0,4.47,TJ,1594110213
506,taraz,42.9,71.37,87.8,22,0,6.71,KZ,1594110213
507,hirado,33.36,129.55,75.2,94,75,8.05,JP,1594110214
508,svetlogorsk,52.63,29.73,66.99,90,96,12.12,BY,1594110214
509,port macquarie,-31.43,152.92,57.99,76,5,11.59,AU,1594109350
510,freeport,40.66,-73.58,72.0,83,90,5.82,US,1594109696
511,vila franca do campo,37.72,-25.43,68.0,88,40,9.17,PT,1594110214
512,kenai,60.55,-151.26,53.6,81,1,6.93,US,1594110215
513,daru,-9.08,143.21,77.38,84,69,17.78,PG,1594110215
514,huayucachi,-12.13,-75.23,46.42,75,100,0.45,PE,1594110215
515,oranjestad,12.52,-70.03,82.4,83,40,10.29,AW,1594110145
516,guaimaca,14.53,-86.82,64.33,95,100,2.26,HN,1594110216
517,rundu,-17.93,19.77,55.4,28,0,2.24,NA,1594110216
518,artyshta,54.12,86.29,66.52,90,100,5.59,RU,1594110216
519,coquimbo,-29.95,-71.34,53.6,87,70,3.36,CL,1594109818
520,naron,43.52,-8.15,69.01,60,0,2.24,ES,1594110217
521,bonavista,48.65,-53.11,43.0,83,0,1.99,CA,1594109743
522,serov,59.6,60.58,88.32,40,42,1.1,RU,1594110217
523,tchamba,9.03,1.42,75.38,89,100,6.85,TG,1594110217
524,kilrush,52.64,-9.48,57.2,93,90,13.87,IE,1594110217
525,neyshabur,36.21,58.8,82.67,15,82,4.21,IR,1594110218
526,bilma,18.69,12.92,93.51,16,69,3.6,NE,1594110218
527,cortez,37.35,-108.59,70.0,44,1,5.82,US,1594109475
528,kununurra,-15.77,128.73,82.4,15,18,9.17,AU,1594109749
529,sao jose da coroa grande,-8.9,-35.15,72.57,86,37,5.66,BR,1594110219
530,kidodi,-7.6,37.0,82.02,41,0,7.05,TZ,1594110219
531,riverton,40.52,-111.94,78.8,26,1,14.99,US,1594110178
532,finschhafen,-6.6,147.87,79.86,78,91,6.78,PG,1594110219
533,ossora,59.24,163.07,56.05,80,2,7.23,RU,1594110220
534,mantua,45.17,10.78,73.4,64,40,11.41,IT,1594110220
535,nuevo san juan parangaricutiro,19.4,-102.13,59.0,89,100,3.94,MX,1594110220
536,tura,25.52,90.22,88.43,68,18,7.36,IN,1594109827
537,xiamen,24.48,118.08,93.2,63,20,13.42,CN,1594110220
538,lagoa,39.05,-27.98,67.32,89,4,8.16,PT,1594109813
539,daan,33.06,106.3,77.0,79,80,6.33,CN,1594110221
540,zhangjiakou,40.81,114.88,87.08,21,0,5.97,CN,1594110221
541,joshimath,30.57,79.57,68.86,56,100,2.68,IN,1594110221
542,alekseyevsk,57.84,108.35,83.41,40,98,6.24,RU,1594110221
543,borovskoy,53.8,64.15,79.43,55,56,2.33,KZ,1594110222
544,caravelas,-17.71,-39.25,68.9,90,21,0.43,BR,1594109733
545,colac,-38.33,143.58,46.0,99,96,5.23,AU,1594110222
546,korgoz,40.3,49.62,98.6,22,0,6.93,AZ,1594110222
547,wajir,1.75,40.06,80.6,57,100,11.41,KE,1594110222
548,nantucket,41.28,-70.1,55.4,93,90,6.93,US,1594109679
549,saint-francois,46.42,3.91,66.2,45,0,5.82,FR,1594110223
550,parfino,57.97,31.65,60.37,97,100,3.65,RU,1594110223
551,curuca,-0.73,-47.85,72.97,95,11,3.04,BR,1594110223
552,cedar city,37.68,-113.06,69.8,7,1,9.17,US,1594110122
553,trinidad,-14.83,-64.9,71.51,83,43,2.13,BO,1594110076
554,albac,46.45,22.97,62.6,77,75,18.34,RO,1594110224
555,waverley,-25.7,28.26,64.0,33,0,3.36,ZA,1594110224
556,derventa,44.98,17.91,61.0,93,40,5.82,BA,1594109942
